First Name,Middle Name,Last Name,Position,Status,League
Rick,,DiPietro,G,inactive,nhl
Robert,,Dirk,D,inactive,nhl
Jon,,DiSalvatore,RW,inactive,nhl
Reinhard,,Divis,G,inactive,nhl
Tomas,,Divisek,C,inactive,nhl
Per,,Djoos,D,inactive,nhl
Gary,,Doak,D,inactive,nhl
Shane,,Doan,RW,active,nhl
Brian,,Dobbin,RW,inactive,nhl
Jim,,Dobson,RW,inactive,nhl
Kevin,,Doell,C,inactive,nhl
Fred,,Doherty,RW,inactive,nhl
Jason,,Doig,D,inactive,nhl
Bobby,,Dollas,D,inactive,nhl
Dolly,,Dolson,G,inactive,nhl
Robert,,Dome,RW,inactive,nhl
Hnat,,Domenichelli,LW,inactive,nhl
Max,,Domi,LW,active,nhl
Tie,,Domi,RW,inactive,nhl
Louis,,Domingue,G,active,nhl
Gary,,Donaldson,RW,inactive,nhl
Clark,,Donatelli,LW,inactive,nhl
Ted,,Donato,LW,inactive,nhl
Babe,,Donnelly,D,inactive,nhl
Dave,,Donnelly,C,inactive,nhl
Gord,,Donnelly,D,inactive,nhl
Mike,,Donnelly,LW,inactive,nhl
Matt,,Donovan,D,inactive,nhl
Shean,,Donovan,RW,inactive,nhl
Joonas,,Donskoi,RW,active,nhl
Jamie,,Doornbosch,D,inactive,nhl
Jiri,,Dopita,C,inactive,nhl
Rob,,Dopson,G,inactive,nhl
John,,Doran,D,inactive,nhl
Lloyd,,Doran,C,inactive,nhl
Ken,,Doraty,F,inactive,nhl
Andre,,Dore,D,inactive,nhl
Daniel,,Dore,RW,inactive,nhl
Jim,,Dorey,D,inactive,nhl
Dan,,Dorion,C,inactive,nhl
Gary,,Dornhoefer,RW,inactive,nhl
Eddie,,Dorohoy,C/LW,inactive,nhl
Derek,,Dorsett,RW,active,nhl
Drew,,Doughty,D,active,nhl
Jordy,,Douglas,LW,inactive,nhl
Kent,,Douglas,D,inactive,nhl
Les,,Douglas,C,inactive,nhl
Doug,,Doull,LW,inactive,nhl
Peter,,Douris,RW,inactive,nhl
Jim,,Dowd,C,inactive,nhl
Nic,,Dowd,C,active,nhl
Jake,,Dowell,C,inactive,nhl
Bruce,,Dowie,G,inactive,nhl
Aaron,,Downey,RW,inactive,nhl
Dave,,Downie,C/RW,inactive,nhl
Steve,,Downie,RW,active,nhl
Mario,,Doyon,D,inactive,nhl
Leon,,Draisaitl,C,active,nhl
Dallas,,Drake,RW,inactive,nhl
Bruce,,Draper,C,inactive,nhl
Kris,,Draper,C,inactive,nhl
Tom,,Draper,G,inactive,nhl
Nick,,Drazenovic,C,inactive,nhl
Davis,,Drewiske,D,inactive,nhl
Chris,,Driedger,G,active,nhl
Gordie,,Drillon,RW,inactive,nhl
Peter,,Driscoll,LW,inactive,nhl
Bruce,,Driver,D,inactive,nhl
Rene,,Drolet,RW,inactive,nhl
Ivan,,Droppa,D,inactive,nhl
Clarence,,Drouillard,C,inactive,nhl
Jonathan,,Drouin,LW,active,nhl
Jude,,Drouin,C,inactive,nhl
P.C.,,Drouin,LW,inactive,nhl
Polly,,Drouin,LW,inactive,nhl
John,,Druce,RW,inactive,nhl
Harold,,Druken,C,inactive,nhl
Stan,,Drulia,RW,inactive,nhl
Jim,,Drummond,D,inactive,nhl
Chris,,Drury,C,inactive,nhl
Herb,,Drury,D/RW,inactive,nhl
Ted,,Drury,C,inactive,nhl
Dave,,Dryden,G,inactive,nhl
Ken,,Dryden,G,inactive,nhl
Christian,,Dube,C,inactive,nhl
Gilles,,Dube,LW,inactive,nhl
Norm,,Dube,LW,inactive,nhl
Justin,,Duberman,RW,inactive,nhl
Wade,,Dubielewicz,G,inactive,nhl
Brandon,,Dubinsky,C,active,nhl
Steve,,Dubinsky,C,inactive,nhl
Devan,,Dubnyk,G,active,nhl
Matt,,Duchene,C,active,nhl
Gaetan,,Duchesne,LW,inactive,nhl
Jeremy,,Duchesne,G,inactive,nhl
Steve,,Duchesne,D,inactive,nhl
Anthony,,Duclair,LW,active,nhl
Mike,,Duco,LW,inactive,nhl
Rick,,Dudley,LW,inactive,nhl
Dave,,Duerden,LW,inactive,nhl
Dick,,Duff,LW,inactive,nhl
Parris,,Duffus,G,inactive,nhl
Luc,,Dufour,LW,inactive,nhl
Marc,,Dufour,RW,inactive,nhl
Donald,,Dufresne,D,inactive,nhl
John,,Duggan,LW,inactive,nhl
Ken,,Duggan,D,inactive,nhl
Ron,,Duguay,C/RW,inactive,nhl
Lorne,,Duguid,LW,inactive,nhl
Duke,,Dukowski,D,inactive,nhl
Woody,,Dumart,LW,inactive,nhl
Michel,,Dumas,G,inactive,nhl
Mathew,,Dumba,D,active,nhl
Gabriel,,Dumont,C,inactive,nhl
J.P.,,Dumont,RW,inactive,nhl
Brian,,Dumoulin,D,active,nhl
Dale,,Dunbar,D,inactive,nhl
Art,,Duncan,D,inactive,nhl
Iain,,Duncan,LW,inactive,nhl
Craig,,Duncanson,LW,inactive,nhl
Rocky,,Dundas,RW,inactive,nhl
Mike,,Dunham,G,inactive,nhl
Frank,,Dunlap,W,inactive,nhl
Blake,,Dunlop,C,inactive,nhl
Dave,,Dunn,D,inactive,nhl
Richie,,Dunn,D,inactive,nhl
Denis,,Dupere,LW,inactive,nhl
Andre,,Dupont,D,inactive,nhl
Brodie,,Dupont,C,inactive,nhl
Jerome,,Dupont,D,inactive,nhl
Micki,,DuPont,D,inactive,nhl
Norm,,Dupont,LW,inactive,nhl
Yanick,,Dupre,LW,inactive,nhl
Bob,,Dupuis,G,inactive,nhl
Pascal,,Dupuis,LW,active,nhl
Philippe,,Dupuis,C,inactive,nhl
Steve,,Durbano,D,inactive,nhl
Vitezslav,,Duris,D,inactive,nhl
Bill,,Durnan,G,inactive,nhl
Chris,,Durno,C,inactive,nhl
Benoit,,Dusablon,C,inactive,nhl
Norm,,Dussault,C,inactive,nhl
Red,,Dutton,D,inactive,nhl
Miroslav,,Dvorak,D,inactive,nhl
Radek,,Dvorak,RW,inactive,nhl
Gordie,,Dwyer,LW,inactive,nhl
Mike,,Dwyer,LW,inactive,nhl
Patrick,,Dwyer,RW,inactive,nhl
Ed,,Dyck,G,inactive,nhl
Henry,,Dyck,C/LW,inactive,nhl
Babe,,Dye,RW,inactive,nhl
Karl,,Dykhuis,D,inactive,nhl
Steve,,Dykstra,D,inactive,nhl
Jack,,Dyte,D,inactive,nhl
Joe,,Dziedzic,LW,inactive,nhl
Ryan,,Dzingel,C,active,nhl
David,,Dziurzynski,LW,active,nhl
Nick,,D'Agostino,D,inactive,non-nhl
Bob,,D'Alvise,C,inactive,non-nhl
Dominic,,D'Amour,D,inactive,non-nhl
Joel,,Daccord,G,inactive,non-nhl
Johan,,Dahlberg,LW,inactive,non-nhl
Jonathan,,Dahlen,C,inactive,non-nhl
Andreas,,Dahlstrom,C,inactive,non-nhl
Carl,,Dahlstrom,D,inactive,non-nhl
John,,Dahlstrom,RW,inactive,non-nhl
Maxime,,Daigneault,G,inactive,non-nhl
Taylor,,Dakers,G,inactive,non-nhl
Michael,,Dal Colle,LW,inactive,non-nhl
Patrick,,Daly,D,inactive,non-nhl
John,,Danby,C,inactive,non-nhl
Drew,,Daniels,RW,inactive,non-nhl
Justin,,Daniels,C,inactive,non-nhl
Ryan,,Daniels,G,inactive,non-nhl
Nicklas,,Danielsson,RW,inactive,non-nhl
Raimonds,,Danilics,F,inactive,non-nhl
Simon,,Danis-Pepin,D,inactive,non-nhl
Oscar,,Dansk,G,inactive,non-nhl
Cameron,,Darcy,C,inactive,non-nhl
Lauris,,Darzins,F,inactive,non-nhl
Blair,,Davidson,D,inactive,non-nhl
Scotty,,Davidson,RW,inactive,non-nhl
Buck,,Davies,C,inactive,non-nhl
Jeremy,,Davies,D,inactive,non-nhl
Bill,,Davis,D,inactive,non-nhl
George,,Davis,RW,inactive,non-nhl
Kelly,,Davis,D,inactive,non-nhl
Matt,,Davis,G,inactive,non-nhl
Nathan,,Davis,C/LW,inactive,non-nhl
Aaron,,Dawson,D,inactive,non-nhl
Brian,,Day,RW,inactive,non-nhl
Sean,,Day,D,inactive,non-nhl
John,,de Gray,D,inactive,non-nhl
James,,De Haas,D,inactive,non-nhl
Nolan,,De Jong,D,inactive,non-nhl
Anthony,,Deangelo,D,inactive,non-nhl
Matthew,,Deblouw,C,inactive,non-nhl
Alexander,,Debrincat,RW,inactive,non-nhl
Jake,,Debrusk,LW,inactive,non-nhl
Kyle,,DeCoste,RW,inactive,non-nhl
Robby,,Dee,C/W,inactive,non-nhl
Michel,,Deguise,G,inactive,non-nhl
Tony,,Dehart,D,inactive,non-nhl
Alexander,,Deilert,D,inactive,non-nhl
Matt,,Delahey,D,inactive,non-nhl
Dan,,Delisle,C/LW,inactive,non-nhl
Steven,,Delisle,D,inactive,non-nhl
Peter,,Delmas,G,inactive,non-nhl
Alexander,,Delnov,LW,inactive,non-nhl
Ray,,Delorenzi,RW,inactive,non-nhl
James,,Delory,D,inactive,non-nhl
Richard,,Demen-Willaume,D,inactive,non-nhl
Julien,,Demers,D,inactive,non-nhl
Thatcher,,Demko,G,inactive,non-nhl
Mitchell,,Dempsey,LW,inactive,non-nhl
Terry,,Denike,G,inactive,non-nhl
Adam,,Dennis,G,inactive,non-nhl
Chad,,Denny,D,inactive,non-nhl
Alexander,,Dergachyov,C,inactive,non-nhl
Brian,,Derksen,D,inactive,non-nhl
Roman,,Derlyuk,D,inactive,non-nhl
Travis,,Dermott,D,inactive,non-nhl
Jevon,,Desautels,LW,inactive,non-nhl
Andre,,Deschamps,LW,inactive,non-nhl
Jaedon,,Descheneau,RW,inactive,non-nhl
Norm,,Descoteaux,D,inactive,non-nhl
Jacob,,Deserres,G,inactive,non-nhl
Vincent,,Desharnais,D,inactive,non-nhl
Phil,,Desimone,C,inactive,non-nhl
Ken,,Desjardine,D,inactive,non-nhl
Stephen,,Desrocher,D,inactive,non-nhl
Philippe,,Desrosiers,G,inactive,non-nhl
Michel,,Deziel,LW,inactive,non-nhl
Thomas,,Di Pauli,C,inactive,non-nhl
Jonathan,,Diaby,D,inactive,non-nhl
Gerard,,Dicaire,D,inactive,non-nhl
Josiah,,Didier,D,inactive,non-nhl
Devin,,Didiomete,LW,inactive,non-nhl
Chris,,Didomenico,C,inactive,non-nhl
Robert,,Dietrich,D,inactive,non-nhl
Cristiano,,Digiacinto,LW,inactive,non-nhl
Alec,,Dillon,G,inactive,non-nhl
Spencer,,Dillon,D,inactive,non-nhl
Cam,,Dineen,D,inactive,non-nhl
Josh,,Disher,G,inactive,non-nhl
Stephen,,Dixon,C,inactive,non-nhl
Christian,,Djoos,D,inactive,non-nhl
Scott,,Dobben,C/LW,inactive,non-nhl
Bob,,Dobek,C,inactive,non-nhl
Nick,,Dodge,RW,inactive,non-nhl
John,,Doherty,D,inactive,non-nhl
Taylor,,Doherty,D,inactive,non-nhl
Ryan,,Donally,LW,inactive,non-nhl
Ryan,,Donato,C,inactive,non-nhl
Dillon,,Donnelly,D,inactive,non-nhl
John,,Donnelly,D,inactive,non-nhl
Pat,,Donnelly,C/RW,inactive,non-nhl
Pete,,Donnelly,G,inactive,non-nhl
Ivan,,Dornic,C,inactive,non-nhl
Dave,,Dornseif,D,inactive,non-nhl
Alex,,Dostie,C,inactive,non-nhl
Jake,,Dotchin,D,inactive,non-nhl
Jack,,Dougherty,D,inactive,non-nhl
Thierry,,Douville,D,inactive,non-nhl
Samuel,,Dove-McFalls,LW,inactive,non-nhl
Viktor,,Dovgan,D,inactive,non-nhl
Michael,,Downing,D,inactive,non-nhl
Chris,,Doyle,C,inactive,non-nhl
Gary,,Doyle,G,inactive,non-nhl
John,,Draeger,D,inactive,non-nhl
David,,Drake,D,inactive,non-nhl
Graham,,Drinkwater,R,inactive,non-nhl
Tomas,,Duba,G,inactive,non-nhl
Dillon,,Dube,C,inactive,non-nhl
Marek,,Dubec,LW,inactive,non-nhl
Michel,,Dubois,D,inactive,non-nhl
Pierre-Luc,,Dubois,LW,inactive,non-nhl
Jesse,,Dudas,D,inactive,non-nhl
Joey,,Dudek,C,inactive,non-nhl
Matt,,Duffy,D,inactive,non-nhl
J.F.,,Dufort,LW,inactive,non-nhl
Guy,,Dufour,RW,inactive,non-nhl
Brandon,,Duhaime,RW,inactive,non-nhl
Reid,,Duke,C,inactive,non-nhl
Alex,,Dulac-Lemelin,D,inactive,non-nhl
Richard,,Dumas,G,inactive,non-nhl
Liam,,Dunda,LW,inactive,non-nhl
Tommy,,Dunderdale,C,inactive,non-nhl
Dan,,Dunn,G,inactive,non-nhl
Vince,,Dunn,D,inactive,non-nhl
Vincent,,Dunn,C,inactive,non-nhl
Michael,,Dupont,G,inactive,non-nhl
Rich,,Dupras,C,inactive,non-nhl
Chris,,Durand,C,inactive,non-nhl
Vladimir,,Durdin,D,inactive,non-nhl
Corey,,Durocher,LW,inactive,non-nhl
Christian,,Dvorak,LW,inactive,non-nhl
Petr,,Dvorak,C,inactive,non-nhl
Martins,,Dzierkals,LW,inactive,non-nhl
Darian,,Dziurzynski,LW,inactive,non-nhl
Vladimir,,Dzurilla,G,inactive,non-nhl
Ben,,Eager,LW,inactive,nhl
Mike,,Eagles,C/LW,inactive,nhl
Bruce,,Eakin,C,inactive,nhl
Cody,,Eakin,C,active,nhl
Dallas,,Eakins,D,inactive,nhl
Robbie,,Earl,LW,inactive,nhl
Mike,,Eastwood,C,inactive,nhl
Mark,,Eaton,D,inactive,nhl
Jeff,,Eatough,RW,inactive,nhl
Mike,,Eaves,C,inactive,nhl
Murray,,Eaves,C,inactive,nhl
Patrick,,Eaves,RW,active,nhl
Andrew,,Ebbett,C,inactive,nhl
Jordan,,Eberle,C,active,nhl
Tim,,Ecclestone,LW,inactive,nhl
Tyler,,Eckford,D,inactive,nhl
Rolf,,Edberg,C,inactive,nhl
Frank,,Eddolls,D,inactive,nhl
Darryl,,Edestrand,D,inactive,nhl
Alexander,,Edler,D,active,nhl
Garry,,Edmundson,LW,inactive,nhl
Joel,,Edmundson,D,active,nhl
Tom,,Edur,D,inactive,nhl
Don,,Edwards,G,inactive,nhl
Gary,,Edwards,G,inactive,nhl
Marv,,Edwards,G,inactive,nhl
Roy,,Edwards,G,inactive,nhl
Pat,,Egan,D,inactive,nhl
Allan,,Egeland,C,inactive,nhl
Jack,,Egers,RW,inactive,nhl
Nikolaj,,Ehlers,LW,active,nhl
Gerry,,Ehman,RW,inactive,nhl
Christian,,Ehrhoff,D,active,nhl
Jack,,Eichel,C,active,nhl
Neil,,Eisenhut,C,inactive,nhl
Aaron,,Ekblad,D,active,nhl
Mattias,,Ekholm,D,active,nhl
Brian,,Eklund,G,inactive,nhl
Pelle,,Eklund,C,inactive,nhl
Nils,,Ekman,LW,inactive,nhl
Oliver,,Ekman-Larsson,D,active,nhl
Anders,,Eldebrink,D,inactive,nhl
Patrik,,Elias,LW,active,nhl
Matt,,Elich,RW,inactive,nhl
Bo,,Elik,LW,inactive,nhl
Todd,,Elik,C,inactive,nhl
Darren,,Eliot,G,inactive,nhl
Corey,,Elkins,LW,inactive,nhl
Ken,,Ellacott,G,inactive,nhl
Lars,,Eller,C,active,nhl
Keaton,,Ellerby,D,inactive,nhl
Dave,,Ellett,D,inactive,nhl
Brian,,Elliott,G,active,nhl
Fred,,Elliott,RW,inactive,nhl
Stefan,,Elliott,D,active,nhl
Dan,,Ellis,G,inactive,nhl
Matt,,Ellis,LW,inactive,nhl
Morgan,,Ellis,D,active,nhl
Ron,,Ellis,RW,inactive,nhl
Ryan,,Ellis,D,active,nhl
Matt,,Ellison,RW,inactive,nhl
Miika,,Elomo,LW,inactive,nhl
Kari,,Eloranta,D,inactive,nhl
Mikko,,Eloranta,LW,inactive,nhl
Turner,,Elson,LW,active,nhl
Pat,,Elynuik,RW,inactive,nhl
Alexei,,Emelin,D,active,nhl
Nelson,,Emerson,RW,inactive,nhl
Ray,,Emery,G,inactive,nhl
Steve,,Eminger,D,inactive,nhl
David,,Emma,C,inactive,nhl
Cory,,Emmerton,C,inactive,nhl
Gary,,Emmons,C,inactive,nhl
John,,Emmons,C,inactive,nhl
Hap,,Emms,LW/D,inactive,nhl
Craig,,Endean,LW,inactive,nhl
Shane,,Endicott,C,inactive,nhl
Brian,,Engblom,D,inactive,nhl
Jerry,,Engele,D,inactive,nhl
Deryk,,Engelland,D,active,nhl
John,,English,D,inactive,nhl
Andreas,,Engqvist,C,inactive,nhl
Jim,,Ennis,D,inactive,nhl
Tyler,,Ennis,C,active,nhl
Jhonas,,Enroth,G,active,nhl
Toby,,Enstrom,D,active,nhl
Martin,,Erat,RW,inactive,nhl
Aut,,Erickson,D,inactive,nhl
Bryan,,Erickson,RW,inactive,nhl
Chad,,Erickson,G,inactive,nhl
Grant,,Erickson,LW,inactive,nhl
Jonathan,,Ericsson,D,active,nhl
Anders,,Eriksson,D,inactive,nhl
Joacim,,Eriksson,G,inactive,nhl
Loui,,Eriksson,LW,active,nhl
Peter,,Eriksson,LW,inactive,nhl
Roland,,Eriksson,C,inactive,nhl
Thomas,,Eriksson,D,inactive,nhl
Jan,,Erixon,LW,inactive,nhl
Tim,,Erixon,D,inactive,nhl
Bob,,Errey,LW,inactive,nhl
Erik,,Ersberg,G,inactive,nhl
John,,Erskine,D,inactive,nhl
Len,,Esau,D,inactive,nhl
Robert,,Esche,G,inactive,nhl
Phil,,Esposito,C,inactive,nhl
Tony,,Esposito,G,inactive,nhl
Bob,,Essensa,G,inactive,nhl
Emerson,,Etem,RW,active,nhl
Chris,,Evans,D,inactive,nhl
Claude,,Evans,G,inactive,nhl
Daryl,,Evans,LW,inactive,nhl
Doug,,Evans,LW,inactive,nhl
Jack,,Evans,D,inactive,nhl
Kevin,,Evans,LW,inactive,nhl
Paul,,Evans,C/LW,inactive,nhl
Paul,,Evans,C,inactive,nhl
Shawn,,Evans,D,inactive,nhl
Stewart,,Evans,D,inactive,nhl
Dean,,Evason,C,inactive,nhl
Dennis,,Everberg,RW,active,nhl
Todd,,Ewen,RW,inactive,nhl
Garnet,,Exelby,D,inactive,nhl
Randy,,Exelby,G,inactive,nhl
Bill,,Ezinicki,RW,inactive,nhl
Tom,,Earl,RW/C,inactive,non-nhl
Ben,,Eaves,C,inactive,non-nhl
Nick,,Ebert,D,inactive,non-nhl
Niklas,,Eckerblom,C,inactive,non-nhl
Mike,,Egener,D,inactive,non-nhl
Patrick,,Ehelechner,G,inactive,non-nhl
Christoffer,,Ehn,C,inactive,non-nhl
Brad,,Eidsness,G,inactive,non-nhl
Shane,,Eiserman,C/LW,inactive,non-nhl
Viktor,,Ekbom,D,inactive,non-nhl
Mattias,,Elfstrom,LW,inactive,non-nhl
Kevin,,Elgestal,RW,inactive,non-nhl
Remi,,Elie,LW,inactive,non-nhl
Taylor,,Ellington,D,inactive,non-nhl
Brandon,,Elliott,LW,inactive,non-nhl
Julien,,Ellis,G,inactive,non-nhl
Eero,,Elo,LW,inactive,non-nhl
David,,Elsner,LW,inactive,non-nhl
Hudson,,Elynuik,C,inactive,non-nhl
Eddie,,Emberg,C,inactive,non-nhl
Anatoli,,Emeljaneko,RW,inactive,non-nhl
Riley,,Emmerson,RW,inactive,non-nhl
Pierre-Luc,,Emond,C,inactive,non-nhl
Will,,Engasser,LW,inactive,non-nhl
Andreas,,Englund,D,inactive,non-nhl
Atte,,Engren,G,inactive,non-nhl
Pierre,,Engvall,LW,inactive,non-nhl
Jonas,,Enlund,C,inactive,non-nhl
Nick,,Eno,G,inactive,non-nhl
Mike,,Erickson,RW,inactive,non-nhl
Joel,,Eriksson Ek,C,inactive,non-nhl
Adam,,Erne,LW,inactive,non-nhl
Teemu,,Eronen,D,inactive,non-nhl
Travis,,Erstad,C/RW,inactive,non-nhl
Angelo,,Esposito,C,inactive,non-nhl
Giorgio,,Estephan,C,inactive,non-nhl
Kevin,,Estrada,RW,inactive,non-nhl
Brennan,,Evans,D,inactive,non-nhl
Jake,,Evans,C/RW,inactive,non-nhl
Max,,Everson,D,inactive,non-nhl
Bill,,Evo,RW,inactive,non-nhl
Travis,,Ewanyk,LW,inactive,non-nhl
Michael,,Eyssimont,C,inactive,non-nhl
Denis,,Ezhov,D,inactive,non-nhl
Robby,,Fabbri,C,active,nhl
Brian,,Fahey,D,inactive,nhl
Jim,,Fahey,D,inactive,nhl
Trevor,,Fahey,LW,inactive,nhl
Bill,,Fairbairn,RW,inactive,nhl
Cade,,Fairchild,D,inactive,nhl
Kelly,,Fairchild,C,inactive,nhl
Radek,,Faksa,C,active,nhl
Justin,,Falk,D,active,nhl
Bob,,Falkenberg,D,inactive,nhl
Pat,,Falloon,RW,inactive,nhl
Scott,,Fankhouser,G,inactive,nhl
Jeff,,Farkas,RW,inactive,nhl
Bobby,,Farnham,LW,active,nhl
Rocky,,Farr,G,inactive,nhl
Walt,,Farrant,RW,inactive,nhl
Mike,,Farrell,RW,inactive,nhl
Dave,,Farrish,D,inactive,nhl
Hudson,,Fasching,RW,active,nhl
Gordie,,Fashoway,LW,inactive,nhl
Brad,,Fast,D,inactive,nhl
Jesper,,Fast,RW,active,nhl
Viktor,,Fasth,G,inactive,nhl
Drew,,Fata,D,inactive,nhl
Rico,,Fata,RW,inactive,nhl
Mario,,Faubert,D,inactive,nhl
Justin,,Faulk,D,active,nhl
Alex,,Faulkner,C,inactive,nhl
Ted,,Fauss,D,inactive,nhl
Andre,,Faust,C,inactive,nhl
Doug,,Favell,G,inactive,nhl
Mark,,Fayne,D,active,nhl
Dave,,Feamster,D,inactive,nhl
Glen,,Featherstone,D,inactive,nhl
Tony,,Featherstone,RW,inactive,nhl
Bernie,,Federko,C,inactive,nhl
Fedor,,Fedorov,C,inactive,nhl
Sergei,,Fedorov,C,inactive,nhl
Todd,,Fedoruk,LW,inactive,nhl
Ruslan,,Fedotenko,LW,inactive,nhl
Anatoli,,Fedotov,D,inactive,nhl
Taylor,,Fedun,D,active,nhl
Brent,,Fedyk,LW,inactive,nhl
Eric,,Fehr,RW,active,nhl
Chris,,Felix,D,inactive,nhl
Brian,,Felsner,LW,inactive,nhl
Denny,,Felsner,LW,inactive,nhl
Tony,,Feltrin,D,inactive,nhl
Paul,,Fenton,LW,inactive,nhl
David,,Fenyves,D,inactive,nhl
Andrew,,Ference,D,active,nhl
Brad,,Ference,D,inactive,nhl
Tom,,Fergus,C,inactive,nhl
Craig,,Ferguson,C,inactive,nhl
George,,Ferguson,C,inactive,nhl
John,,Ferguson,LW,inactive,nhl
Lorne,,Ferguson,LW,inactive,nhl
Norm,,Ferguson,RW,inactive,nhl
Scott,,Ferguson,D,inactive,nhl
Jonathan,,Ferland,RW,inactive,nhl
Micheal,,Ferland,LW,active,nhl
Brian,,Ferlin,RW,inactive,nhl
Manny,,Fernandez,G,inactive,nhl
Mark,,Ferner,D,inactive,nhl
Chris,,Ferraro,C,inactive,nhl
Landon,,Ferraro,C,active,nhl
Peter,,Ferraro,LW,inactive,nhl
Ray,,Ferraro,C,inactive,nhl
Benn,,Ferriero,RW,inactive,nhl
Brett,,Festerling,D,inactive,nhl
Viacheslav,,Fetisov,D,inactive,nhl
Kevin,,Fiala,LW,active,nhl
Jesse,,Fibiger,D,inactive,nhl
Eric,,Fichaud,G,inactive,nhl
Vernon,,Fiddler,C,active,nhl
Mike,,Fidler,LW,inactive,nhl
Wilf,,Field,D,inactive,nhl
Guyle,,Fielder,C,inactive,nhl
Nikita,,Filatov,LW,inactive,nhl
Jonathan,,Filewich,RW,inactive,nhl
Dmitri,,Filimonov,D,inactive,nhl
Bob,,Fillion,LW,inactive,nhl
Marcel,,Fillion,LW,inactive,nhl
Tommy,,Filmore,RW,inactive,nhl
Valtteri,,Filppula,C,active,nhl
Jeff,,Finger,D,inactive,nhl
Lloyd,,Finkbeiner,LW/D,inactive,nhl
Brian,,Finley,G,inactive,nhl
Jeff,,Finley,D,inactive,nhl
Joe,,Finley,D,inactive,nhl
Steven,,Finn,D,inactive,nhl
Sid,,Finney,C,inactive,nhl
Ed,,Finnigan,LW,inactive,nhl
Frank,,Finnigan,RW,inactive,nhl
Peter,,Fiorentino,D,inactive,nhl
Jiri,,Fischer,D,inactive,nhl
Patrick,,Fischer,C,inactive,nhl
Ron,,Fischer,D,inactive,nhl
Stephane,,Fiset,G,inactive,nhl
Alvin,,Fisher,RW,inactive,nhl
Craig,,Fisher,C,inactive,nhl
Dunc,,Fisher,RW,inactive,nhl
Joe,,Fisher,RW,inactive,nhl
Mike,,Fisher,C,active,nhl
Mark,,Fistric,D,inactive,nhl
Bob,,Fitchner,C,inactive,nhl
Rusty,,Fitzgerald,C,inactive,nhl
Tom,,Fitzgerald,RW,inactive,nhl
Zack,,Fitzgerald,D,inactive,nhl
Mark,,Fitzpatrick,G,inactive,nhl
Rory,,Fitzpatrick,D,inactive,nhl
Ross,,Fitzpatrick,C,inactive,nhl
Sandy,,Fitzpatrick,C,inactive,nhl
Wade,,Flaherty,G,inactive,nhl
Fern,,Flaman,D,inactive,nhl
Pat,,Flatley,RW,inactive,nhl
Tomas,,Fleischmann,LW,active,nhl
Gerry,,Fleming,LW,inactive,nhl
Reggie,,Fleming,D/LW,inactive,nhl
John,,Flesch,LW,inactive,nhl
Steven,,Fletcher,LW/D,inactive,nhl
Bill,,Flett,RW,inactive,nhl
Marc-Andre,,Fleury,G,active,nhl
Theoren,,Fleury,RW,inactive,nhl
Todd,,Flichel,D,inactive,nhl
Ryan,,Flinn,LW,inactive,nhl
Rob,,Flockhart,LW,inactive,nhl
Ron,,Flockhart,C,inactive,nhl
Mark,,Flood,D,inactive,nhl
Justin,,Florek,LW,inactive,nhl
Larry,,Floyd,C,inactive,nhl
Brian,,Flynn,RW,active,nhl
Dan,,Focht,D,inactive,nhl
Bryan,,Fogarty,D,inactive,nhl
Lee,,Fogolin,D,inactive,nhl
Lee,,Fogolin,D,inactive,nhl
Peter,,Folco,D,inactive,nhl
Gerry,,Foley,RW,inactive,nhl
Rick,,Foley,D,inactive,nhl
Marcus,,Foligno,LW,active,nhl
Mike,,Foligno,RW,inactive,nhl
Nick,,Foligno,LW,active,nhl
Christian,,Folin,D,active,nhl
Bill,,Folk,D,inactive,nhl
Justin,,Fontaine,RW,active,nhl
Len,,Fontaine,RW,inactive,nhl
Jon,,Fontas,C,inactive,nhl
Val,,Fonteyne,LW,inactive,nhl
Lou,,Fontinato,D,inactive,nhl
Adam,,Foote,D,inactive,nhl
Colin,,Forbes,C,inactive,nhl
Dave,,Forbes,LW,inactive,nhl
Jake,,Forbes,G,inactive,nhl
Mike,,Forbes,D,inactive,nhl
Derek,,Forbort,D,active,nhl
Brian,,Ford,G,inactive,nhl
Connie,,Forey,LW,inactive,nhl
Anton,,Forsberg,G,active,nhl
Filip,,Forsberg,C,active,nhl
Peter,,Forsberg,C,inactive,nhl
Jack,,Forsey,RW,inactive,nhl
Gus,,Forslund,RW,inactive,nhl
Tomas,,Forslund,RW,inactive,nhl
Alex,,Forsyth,C,inactive,nhl
Dave,,Fortier,D,inactive,nhl
Marc,,Fortier,C,inactive,nhl
Jean-Francois,,Fortin,D,inactive,nhl
Ray,,Fortin,D,inactive,nhl
Maxime,,Fortunus,D,inactive,nhl
Alex,,Foster,C,inactive,nhl
Brian,,Foster,G,inactive,nhl
Corey,,Foster,D,inactive,nhl
Dwight,,Foster,RW,inactive,nhl
Herb,,Foster,LW,inactive,nhl
Kurtis,,Foster,D,inactive,nhl
Norm,,Foster,G,inactive,nhl
Yip,,Foster,D,inactive,nhl
Nick,,Fotiu,LW,inactive,nhl
Kris,,Foucault,LW,inactive,nhl
Mike,,Fountain,G,inactive,nhl
Cam,,Fowler,D,active,nhl
Hec,,Fowler,G,inactive,nhl
Jimmy,,Fowler,D,inactive,nhl
Tom,,Fowler,C,inactive,nhl
Greg,,Fox,D,inactive,nhl
