First Name,Middle Name,Last Name,Position,Status,League
Otto,,Schmidt,D,inactive,nhl
Robert,,Schnabel,D,inactive,nhl
Werner,,Schnarr,C,inactive,nhl
Andy,,Schneider,LW,inactive,nhl
Cole,,Schneider,LW,active,nhl
Cory,,Schneider,G,active,nhl
Mathieu,,Schneider,D,inactive,nhl
Danny,,Schock,LW,inactive,nhl
Ron,,Schock,C,inactive,nhl
Jim,,Schoenfeld,D,inactive,nhl
Dwight,,Schofield,D,inactive,nhl
Wally,,Schreiber,RW,inactive,nhl
Rob,,Schremp,C,inactive,nhl
Sweeney,,Schriner,LW,inactive,nhl
Jordan,,Schroeder,C,active,nhl
Christoph,,Schubert,D,inactive,nhl
Paxton,,Schulte,LW,inactive,nhl
Dave,,Schultz,LW,inactive,nhl
Jeff,,Schultz,D,active,nhl
Jesse,,Schultz,RW,inactive,nhl
Justin,,Schultz,D,active,nhl
Nick,,Schultz,D,active,nhl
Ray,,Schultz,D,inactive,nhl
Maynard,,Schurman,LW,inactive,nhl
Rod,,Schutt,LW,inactive,nhl
Corey,,Schwab,G,inactive,nhl
Jaden,,Schwartz,C,active,nhl
Marek,,Schwarz,G,inactive,nhl
Scott,,Scissons,C,inactive,nhl
Enio,,Sclisizzi,LW,inactive,nhl
Ganton,,Scott,RW,inactive,nhl
John,,Scott,LW,active,nhl
Laurie,,Scott,LW/C,inactive,nhl
Richard,,Scott,LW,inactive,nhl
Ron,,Scott,G,inactive,nhl
Travis,,Scott,G,inactive,nhl
Darrel,,Scoville,D,inactive,nhl
Claudio,,Scremin,D,inactive,nhl
Ben,,Scrivens,G,active,nhl
Howard,,Scruton,D,inactive,nhl
Rob,,Scuderi,D,active,nhl
Brent,,Seabrook,D,active,nhl
Glen,,Seabrooke,C,inactive,nhl
Al,,Secord,LW,inactive,nhl
Daniel,,Sedin,LW,active,nhl
Henrik,,Sedin,C,active,nhl
Ron,,Sedlbauer,LW,inactive,nhl
Steve,,Seftel,LW,inactive,nhl
Brandon,,Segal,RW,inactive,nhl
Dan,,Seguin,LW,inactive,nhl
Steve,,Seguin,W,inactive,nhl
Tyler,,Seguin,C,active,nhl
Earl,,Seibert,D,inactive,nhl
Dennis,,Seidenberg,D,active,nhl
Ric,,Seiling,RW/C,inactive,nhl
Rod,,Seiling,D,inactive,nhl
Jiri,,Sejba,LW,inactive,nhl
Peter,,Sejna,LW,inactive,nhl
Jiri,,Sekac,LW,active,nhl
Andrej,,Sekera,D,active,nhl
Lubomir,,Sekeras,D,inactive,nhl
Teemu,,Selanne,RW,inactive,nhl
Brit,,Selby,LW,inactive,nhl
Steve,,Self,C,inactive,nhl
Alex,,Selivanov,RW,inactive,nhl
Luke,,Sellars,D,inactive,nhl
Eric,,Selleck,LW,active,nhl
Sean,,Selmser,LW,inactive,nhl
Brad,,Selwood,D,inactive,nhl
Alexander,,Semak,C,inactive,nhl
Brandy,,Semchuk,RW,inactive,nhl
Dave,,Semenko,LW,inactive,nhl
Alexei,,Semenov,D,inactive,nhl
Anatoli,,Semenov,C/LW,inactive,nhl
Alexander,,Semin,LW,active,nhl
George,,Senick,LW,inactive,nhl
Jyrki,,Seppa,D,inactive,nhl
Ron,,Serafini,D,inactive,nhl
Jeff,,Serowik,D,inactive,nhl
George,,Servinis,LW,inactive,nhl
Tim,,Sestito,C,inactive,nhl
Tom,,Sestito,LW,active,nhl
Devin,,Setoguchi,RW,inactive,nhl
Jaroslav,,Sevcik,LW,inactive,nhl
Cam,,Severson,LW,inactive,nhl
Damon,,Severson,D,active,nhl
Brent,,Severyn,LW,inactive,nhl
Pierre,,Sevigny,LW,inactive,nhl
Richard,,Sevigny,G,inactive,nhl
Dan,,Sexton,RW,inactive,nhl
Michael,,Sgarbossa,C,active,nhl
Eddie,,Shack,LW,inactive,nhl
Joe,,Shack,LW,inactive,nhl
Konstantin,,Shafranov,RW,inactive,nhl
Paul,,Shakes,D,inactive,nhl
Yevgeny,,Shaldybin,D,inactive,nhl
Brendan,,Shanahan,LW,inactive,nhl
Sean,,Shanahan,C/RW,inactive,nhl
Dave,,Shand,D,inactive,nhl
Daniel,,Shank,RW,inactive,nhl
Chuck,,Shannon,D,inactive,nhl
Darrin,,Shannon,LW,inactive,nhl
Darryl,,Shannon,D,inactive,nhl
Gerry,,Shannon,LW,inactive,nhl
Ryan,,Shannon,C,inactive,nhl
Jeff,,Shantz,C,inactive,nhl
Vadim,,Sharifijanov,LW,inactive,nhl
MacGregor,,Sharp,C,inactive,nhl
Patrick,,Sharp,LW,active,nhl
Jeff,,Sharples,D,inactive,nhl
Scott,,Sharples,G,inactive,nhl
Glen,,Sharpley,C,inactive,nhl
Kevin,,Shattenkirk,D,active,nhl
Scott,,Shaunessy,D/LW,inactive,nhl
Andrew,,Shaw,C,active,nhl
Brad,,Shaw,D,inactive,nhl
David,,Shaw,D,inactive,nhl
Logan,,Shaw,RW,active,nhl
Norm,,Shay,D/RW,inactive,nhl
Pat,,Shea,D,inactive,nhl
Riley,,Sheahan,C,active,nhl
Rob,,Shearer,C,inactive,nhl
Conor,,Sheary,LW,active,nhl
Doug,,Shedden,C,inactive,nhl
Bobby,,Sheehan,C,inactive,nhl
Neil,,Sheehy,D,inactive,nhl
Tim,,Sheehy,RW,inactive,nhl
Jody,,Shelley,LW,inactive,nhl
Doug,,Shelton,RW,inactive,nhl
Frank,,Sheppard,C/LW,inactive,nhl
Gregg,,Sheppard,C,inactive,nhl
James,,Sheppard,C,inactive,nhl
Johnny,,Sheppard,LW,inactive,nhl
Ray,,Sheppard,RW,inactive,nhl
John,,Sherf,LW,inactive,nhl
Fred,,Shero,D,inactive,nhl
Gordon,,Sherritt,D,inactive,nhl
Gord,,Sherven,C,inactive,nhl
Jeff,,Shevalier,LW,inactive,nhl
Jack,,Shewchuk,D,inactive,nhl
Alex,,Shibicky,RW,inactive,nhl
Al,,Shields,D,inactive,nhl
Steve,,Shields,G,inactive,nhl
Bill,,Shill,RW,inactive,nhl
Jack,,Shill,C,inactive,nhl
Hunter,,Shinkaruk,C,active,nhl
Brendan,,Shinnimin,C,inactive,nhl
Rick,,Shinske,C,inactive,nhl
Jim,,Shires,LW,inactive,nhl
Sergei,,Shirokov,RW,inactive,nhl
Timofei,,Shishkanov,LW,inactive,nhl
Paul,,Shmyr,D,inactive,nhl
Bruce,,Shoebottom,D,inactive,nhl
Devin,,Shore,C,active,nhl
Drew,,Shore,C,active,nhl
Eddie,,Shore,D,inactive,nhl
Hamby,,Shore,D/LW,inactive,nhl
Nick,,Shore,C,active,nhl
Steve,,Short,LW,inactive,nhl
Mikhail,,Shtalenkov,G,inactive,nhl
Gary,,Shuchuk,RW,inactive,nhl
Ron,,Shudra,D,inactive,nhl
Justin,,Shugg,LW,inactive,nhl
Richard,,Shulmistra,G,inactive,nhl
Steve,,Shutt,LW,inactive,nhl
Denis,,Shvidki,RW,inactive,nhl
Peter,,Sidorkiewicz,G,inactive,nhl
Babe,,Siebert,LW/D,inactive,nhl
Patrick,,Sieloff,D,active,nhl
Duncan,,Siemens,D,inactive,nhl
Jaime,,Sifers,D,inactive,nhl
Jonathan,,Sigalet,D,inactive,nhl
Jordan,,Sigalet,G,inactive,nhl
Mike,,Siklenka,RW,inactive,nhl
Jakob,,Silfverberg,LW,active,nhl
Dave,,Silk,RW,inactive,nhl
Zach,,Sill,C,active,nhl
Mike,,Sillinger,C,inactive,nhl
Mike,,Siltala,RW,inactive,nhl
Risto,,Siltanen,D,inactive,nhl
Jon,,Sim,LW,inactive,nhl
Trevor,,Sim,RW,inactive,nhl
Martin,,Simard,RW,inactive,nhl
Roman,,Simicek,C,inactive,nhl
Charlie,,Simmer,LW,inactive,nhl
Wayne,,Simmonds,RW,active,nhl
Al,,Simmons,D,inactive,nhl
Don,,Simmons,G,inactive,nhl
Gary,,Simmons,G,inactive,nhl
Ben,,Simon,LW,inactive,nhl
Chris,,Simon,LW,inactive,nhl
Cully,,Simon,D,inactive,nhl
Dominik,,Simon,C,active,nhl
Jason,,Simon,LW,inactive,nhl
Thain,,Simon,D,inactive,nhl
Todd,,Simon,C,inactive,nhl
Frank,,Simonetti,D,inactive,nhl
Bobby,,Simpson,LW,inactive,nhl
Cliff,,Simpson,C,inactive,nhl
Craig,,Simpson,LW,inactive,nhl
Joe,,Simpson,D,inactive,nhl
Kent,,Simpson,G,inactive,nhl
Reid,,Simpson,LW,inactive,nhl
Todd,,Simpson,D,inactive,nhl
Al,,Sims,D,inactive,nhl
Shane,,Sims,D,inactive,nhl
Reg,,Sinclair,RW/C,inactive,nhl
Alex,,Singbush,D,inactive,nhl
Ilkka,,Sinisalo,RW,inactive,nhl
Ville,,Siren,D,inactive,nhl
Bob,,Sirois,RW,inactive,nhl
Mike,,Sislo,RW,active,nhl
Colton,,Sissons,C,active,nhl
Darryl,,Sittler,C,inactive,nhl
Michal,,Sivek,C,inactive,nhl
Lars-Erik,,Sjoberg,D,inactive,nhl
Tommy,,Sjodin,D,inactive,nhl
Fredrik,,Sjostrom,RW,inactive,nhl
Bjorn,,Skaare,C,inactive,nhl
Jarrod,,Skalde,C,inactive,nhl
Mackenzie,,Skapski,G,inactive,nhl
Randy,,Skarda,D,inactive,nhl
Paul,,Skidmore,G,inactive,nhl
Jack,,Skille,RW,active,nhl
Raymie,,Skilton,D,inactive,nhl
Alf,,Skinner,RW,inactive,nhl
Brett,,Skinner,D,inactive,nhl
Jeff,,Skinner,C,active,nhl
Larry,,Skinner,C,inactive,nhl
Brady,,Skjei,D,active,nhl
Wade,,Skolney,D,inactive,nhl
Andrei,,Skopintsev,D,inactive,nhl
Warren,,Skorodenski,G,inactive,nhl
Martin,,Skoula,D,inactive,nhl
Glen,,Skov,C/LW,inactive,nhl
Karlis,,Skrastins,D,inactive,nhl
Pavel,,Skrbek,D,inactive,nhl
Petri,,Skriko,RW,inactive,nhl
Rob,,Skrlac,LW,inactive,nhl
Brian,,Skrudland,C,inactive,nhl
Peter,,Skudra,G,inactive,nhl
John,,Slaney,D,inactive,nhl
Jim,,Slater,C,inactive,nhl
Jaccob,,Slavin,D,active,nhl
John,,Sleaver,C,inactive,nhl
Jiri,,Slegr,D,inactive,nhl
Louis,,Sleigher,RW,inactive,nhl
Anton,,Slepyshev,LW,active,nhl
Blake,,Sloan,RW,inactive,nhl
Tod,,Sloan,C/RW,inactive,nhl
Tyler,,Sloan,D,inactive,nhl
David,,Sloane,RW,inactive,nhl
Peter,,Slobodian,D,inactive,nhl
Ed,,Slowinski,RW,inactive,nhl
Darryl,,Sly,D,inactive,nhl
Matt,,Smaby,D,inactive,nhl
Doug,,Smail,LW,inactive,nhl
Alex,,Smart,LW,inactive,nhl
Dale,,Smedsmo,LW,inactive,nhl
Richard,,Smehlik,D,inactive,nhl
Ladislav,,Smid,D,active,nhl
Don,,Smillie,LW,inactive,nhl
Alexei,,Smirnov,LW,inactive,nhl
Al,,Smith,G,inactive,nhl
Alex,,Smith,D,inactive,nhl
Art,,Smith,D,inactive,nhl
Barry,,Smith,C,inactive,nhl
Ben,,Smith,RW,active,nhl
Billy,,Smith,G,inactive,nhl
Bobby,,Smith,C,inactive,nhl
Brad,,Smith,RW,inactive,nhl
Brandon,,Smith,D,inactive,nhl
Brendan,,Smith,D,active,nhl
Brian,,Smith,LW,inactive,nhl
Brian,,Smith,LW,inactive,nhl
Carl,,Smith,RW,inactive,nhl
Clint,,Smith,C,inactive,nhl
Colin,,Smith,C,inactive,nhl
Craig,,Smith,C,active,nhl
D.J.,,Smith,D,inactive,nhl
Dallas,,Smith,D,inactive,nhl
Dan,,Smith,D,inactive,nhl
Dennis,,Smith,D,inactive,nhl
Derek,,Smith,C/LW,inactive,nhl
Derek,,Smith,D,inactive,nhl
Derrick,,Smith,LW,inactive,nhl
Des,,Smith,D,inactive,nhl
Don,,Smith,LW/C,inactive,nhl
Don,,Smith,LW/C,inactive,nhl
Doug,,Smith,C,inactive,nhl
Floyd,,Smith,RW,inactive,nhl
Gary,,Smith,G,inactive,nhl
Geoff,,Smith,D,inactive,nhl
Glen,,Smith,RW,inactive,nhl
Glenn,,Smith,D,inactive,nhl
Gord,,Smith,D,inactive,nhl
Greg,,Smith,D,inactive,nhl
Hooley,,Smith,C/RW,inactive,nhl
Jason,,Smith,D,inactive,nhl
Ken,,Smith,LW,inactive,nhl
Mark,,Smith,C,inactive,nhl
Mike,,Smith,G,active,nhl
Nakina,,Smith,C,inactive,nhl
Nathan,,Smith,C,inactive,nhl
Nick,,Smith,C,inactive,nhl
Normie,,Smith,G,inactive,nhl
Randy,,Smith,C,inactive,nhl
Reilly,,Smith,RW,active,nhl
Rick,,Smith,D,inactive,nhl
Rodger,,Smith,D,inactive,nhl
Ron,,Smith,D,inactive,nhl
Sid,,Smith,LW,inactive,nhl
Stan,,Smith,C,inactive,nhl
Steve,,Smith,D,inactive,nhl
Steve,,Smith,D,inactive,nhl
Stu,,Smith,LW,inactive,nhl
Stu,,Smith,D,inactive,nhl
Tommy,,Smith,C,inactive,nhl
Trevor,,Smith,C,inactive,nhl
Vern,,Smith,D,inactive,nhl
Wayne,,Smith,D,inactive,nhl
Wyatt,,Smith,C,inactive,nhl
Zack,,Smith,C,active,nhl
Devante,,Smith-Pelly,RW,active,nhl
Jerred,,Smithson,C,inactive,nhl
Radek,,Smolenak,LW,inactive,nhl
Bryan,,Smolinski,C,inactive,nhl
Jordan,,Smotherman,LW,inactive,nhl
Peter,,Smrek,D,inactive,nhl
John,,Smrke,LW,inactive,nhl
Stan,,Smrke,LW,inactive,nhl
Stan,,Smyl,RW,inactive,nhl
Rod,,Smylie,W,inactive,nhl
Brad,,Smyth,RW,inactive,nhl
Greg,,Smyth,D,inactive,nhl
Kevin,,Smyth,LW,inactive,nhl
Ryan,,Smyth,LW,inactive,nhl
Bob,,Sneddon,G,inactive,nhl
Carl,,Sneep,D,inactive,nhl
Chris,,Snell,D,inactive,nhl
Ron,,Snell,RW,inactive,nhl
Ted,,Snell,RW,inactive,nhl
Harold,,Snepsts,D,inactive,nhl
Garth,,Snow,G,inactive,nhl
Sandy,,Snow,RW,inactive,nhl
Dave,,Snuggerud,RW,inactive,nhl
Dan,,Snyder,C,inactive,nhl
Dennis,,Sobchuk,C,inactive,nhl
Gene,,Sobchuk,LW/C,inactive,nhl
Vladimir,,Sobotka,C,inactive,nhl
Carl,,Soderberg,C,active,nhl
Tommy,,Soderstrom,G,inactive,nhl
Doug,,Soetaert,G,inactive,nhl
Ken,,Solheim,LW,inactive,nhl
Bob,,Solinger,W,inactive,nhl
Art,,Somers,C,inactive,nhl
Radovan,,Somik,RW,inactive,nhl
Roy,,Sommer,LW/C,inactive,nhl
Tom,,Songin,RW,inactive,nhl
Glen,,Sonmor,LW,inactive,nhl
Martin,,Sonnenberg,LW,inactive,nhl
Brent,,Sopel,D,inactive,nhl
Lee,,Sorochan,D,inactive,nhl
John,,Sorrell,LW,inactive,nhl
Nikita,,Soshnikov,RW,active,nhl
Christian,,Soucy,G,inactive,nhl
Sheldon,,Souray,D,inactive,nhl
Jaroslav,,Spacek,D,inactive,nhl
Nick,,Spaling,C,active,nhl
Martin,,Spanhel,LW,inactive,nhl
Garret,,Sparks,G,active,nhl
Emory,,Sparrow,RW/C,inactive,nhl
Fred,,Speck,C,inactive,nhl
Bill,,Speer,D,inactive,nhl
Ted,,Speers,RW,inactive,nhl
Gordon,,Spence,LW,inactive,nhl
Brian,,Spencer,LW,inactive,nhl
Irv,,Spencer,D,inactive,nhl
Chris,,Speyer,D,inactive,nhl
Jason,,Spezza,C,active,nhl
Matthew,,Spiller,D,inactive,nhl
Red,,Spooner,G,inactive,nhl
Ryan,,Spooner,C,active,nhl
Corey,,Spring,RW,inactive,nhl
Don,,Spring,D,inactive,nhl
Frank,,Spring,RW,inactive,nhl
Jesse,,Spring,D,inactive,nhl
Daniel,,Sprong,RW,active,nhl
Ryan,,Sproul,D,inactive,nhl
Andy,,Spruce,LW,inactive,nhl
Janis,,Sprukts,C,inactive,nhl
Jared,,Spurgeon,D,active,nhl
Tomas,,Srsen,RW,inactive,nhl
Martin,,St. Amour,LW,inactive,nhl
Rick,,St. Croix,G,inactive,nhl
Frédéric,,St. Denis,D,inactive,nhl
Bruno,,St. Jacques,D,inactive,nhl
Andre,,St. Laurent,C,inactive,nhl
Dollard,,St. Laurent,D,inactive,nhl
Sam,,St. Laurent,G,inactive,nhl
Martin,,St. Louis,RW,inactive,nhl
Frank,,St. Marseille,RW,inactive,nhl
Martin,,St. Pierre,C,inactive,nhl
Claude,,St. Sauveur,C,inactive,nhl
Eric,,Staal,C,active,nhl
Jared,,Staal,RW,inactive,nhl
Jordan,,Staal,C,active,nhl
Marc,,Staal,D,active,nhl
Ron,,Stackhouse,D,inactive,nhl
Ted,,Stackhouse,D,inactive,nhl
Drew,,Stafford,RW,active,nhl
Garrett,,Stafford,D,inactive,nhl
Steve,,Staios,D,inactive,nhl
Matt,,Stajan,C,active,nhl
Nick,,Stajduhar,D,inactive,nhl
Viktor,,Stalberg,LW,active,nhl
Al,,Staley,C,inactive,nhl
Alex,,Stalock,G,active,nhl
Steven,,Stamkos,C,active,nhl
Lorne,,Stamler,LW,inactive,nhl
Rastislav,,Stana,G,inactive,nhl
George,,Standing,RW,inactive,nhl
Fred,,Stanfield,C/W,inactive,nhl
Jim,,Stanfield,C/RW,inactive,nhl
Ed,,Staniowski,G,inactive,nhl
Ed,,Stankiewicz,C,inactive,nhl
Myron,,Stankiewicz,LW,inactive,nhl
Allan,,Stanley,D,inactive,nhl
Barney,,Stanley,RW,inactive,nhl
Daryl,,Stanley,D/LW,inactive,nhl
Wally,,Stanowski,D,inactive,nhl
Paul,,Stanton,D,inactive,nhl
Ryan,,Stanton,D,active,nhl
Brian,,Stapleton,RW,inactive,nhl
Mike,,Stapleton,C,inactive,nhl
Pat,,Stapleton,D,inactive,nhl
Tim,,Stapleton,C,inactive,nhl
Sergei,,Starikov,D,inactive,nhl
Harold,,Starr,D,inactive,nhl
Wilf,,Starr,C,inactive,nhl
Vic,,Stasiuk,LW,inactive,nhl
Anton,,Stastny,LW,inactive,nhl
Marian,,Stastny,RW,inactive,nhl
Paul,,Stastny,C,active,nhl
Peter,,Stastny,C,inactive,nhl
Yan,,Stastny,C,inactive,nhl
Ray,,Staszak,RW,inactive,nhl
Robb,,Stauber,G,inactive,nhl
Brad,,Staubitz,RW,inactive,nhl
David,,Steckel,C,inactive,nhl
Frank,,Steele,RW/D,inactive,nhl
Alex,,Steen,C,active,nhl
Anders,,Steen,C,inactive,nhl
Thomas,,Steen,C,inactive,nhl
Greg,,Stefan,G,inactive,nhl
Patrik,,Stefan,C,inactive,nhl
Morris,,Stefaniw,C,inactive,nhl
Bud,,Stefanski,C,inactive,nhl
Phil,,Stein,G,inactive,nhl
Pete,,Stemkowski,C,inactive,nhl
Lee,,Stempniak,RW,active,nhl
Vern,,Stenlund,C,inactive,nhl
Derek,,Stepan,C,active,nhl
Tobias,,Stephan,G,inactive,nhl
Charlie,,Stephens,C/RW,inactive,nhl
Bob,,Stephenson,RW,inactive,nhl
Chandler,,Stephenson,C,active,nhl
Shay,,Stephenson,LW,inactive,nhl
Wayne,,Stephenson,G,inactive,nhl
Brett,,Sterling,LW,inactive,nhl
Ron,,Stern,RW,inactive,nhl
Ulf,,Sterner,LW,inactive,nhl
John,,Stevens,D,inactive,nhl
Kevin,,Stevens,LW,inactive,nhl
Mike,,Stevens,LW,inactive,nhl
Phil,,Stevens,C/D,inactive,nhl
Scott,,Stevens,D,inactive,nhl
Doug,,Stevenson,G,inactive,nhl
Grant,,Stevenson,C,inactive,nhl
Jeremy,,Stevenson,LW,inactive,nhl
Shayne,,Stevenson,RW,inactive,nhl
Turner,,Stevenson,RW,inactive,nhl
Allan,,Stewart,LW,inactive,nhl
Anthony,,Stewart,RW,inactive,nhl
Bill,,Stewart,D,inactive,nhl
Blair,,Stewart,C,inactive,nhl
Bob,,Stewart,D,inactive,nhl
Cam,,Stewart,LW,inactive,nhl
Charles,,Stewart,G,inactive,nhl
Chris,,Stewart,RW,active,nhl
Gaye,,Stewart,LW,inactive,nhl
Greg,,Stewart,LW,inactive,nhl
Jack,,Stewart,D,inactive,nhl
Jim,,Stewart,G,inactive,nhl
John,,Stewart,LW,inactive,nhl
John,,Stewart,C,inactive,nhl
Karl,,Stewart,LW,inactive,nhl
Ken,,Stewart,D,inactive,nhl
Nels,,Stewart,C,inactive,nhl
Paul,,Stewart,LW/D,inactive,nhl
Ralph,,Stewart,C,inactive,nhl
Ron,,Stewart,RW,inactive,nhl
Ryan,,Stewart,C,inactive,nhl
Trevor,,Stienburg,RW,inactive,nhl
Tony,,Stiles,D,inactive,nhl
Cory,,Stillman,LW,inactive,nhl
Ryan,,Stoa,C,inactive,nhl
P.J.,,Stock,C,inactive,nhl
Jack,,Stoddard,RW,inactive,nhl
Alek,,Stojanov,RW,inactive,nhl
Jarret,,Stoll,C,active,nhl
Karl,,Stollery,D,inactive,nhl
Roland,,Stoltz,RW,inactive,nhl
Mark,,Stone,RW,active,nhl
Michael,,Stone,D,active,nhl
Ryan,,Stone,C,inactive,nhl
Steve,,Stone,RW,inactive,nhl
Clayton,,Stoner,D,active,nhl
Jim,,Storm,LW,inactive,nhl
Jamie,,Storr,G,inactive,nhl
Zack,,Stortini,RW,inactive,nhl
Mike,,Stothers,D,inactive,nhl
Blaine,,Stoughton,RW,inactive,nhl
Steve,,Stoyanovich,C,inactive,nhl
Tyson,,Strachan,D,active,nhl
Neil,,Strain,LW/C,inactive,nhl
Brian,,Strait,D,active,nhl
Martin,,Straka,C,inactive,nhl
Petr,,Straka,RW,inactive,nhl
Anton,,Stralman,D,active,nhl
Gord,,Strate,D,inactive,nhl
Art,,Stratton,C/LW,inactive,nhl
Martin,,Strbak,D,inactive,nhl
Ben,,Street,C,active,nhl
Mark,,Streit,D,active,nhl
Art,,Strobel,LW,inactive,nhl
Ryan,,Strome,C,active,nhl
Ken,,Strong,LW,inactive,nhl
Garret,,Stroshein,RW,inactive,nhl
David,,Struch,C,inactive,nhl
Jason,,Strudwick,D,inactive,nhl
Todd,,Strueby,LW,inactive,nhl
Billy,,Stuart,D,inactive,nhl
Brad,,Stuart,D,active,nhl
Colin,,Stuart,LW,inactive,nhl
Herb,,Stuart,G,inactive,nhl
Mark,,Stuart,D,active,nhl
Mike,,Stuart,D,inactive,nhl
Jozef,,Stumpel,C,inactive,nhl
Bob,,Stumpf,RW/D,inactive,nhl
Peter,,Sturgeon,LW,inactive,nhl
Marco,,Sturm,LW,inactive,nhl
Mike,,Stutzel,LW,inactive,nhl
Malcolm,,Subban,G,inactive,nhl
P.K.,,Subban,D,active,nhl
Radoslav,,Suchy,D,inactive,nhl
Alexander,,Suglobov,RW,inactive,nhl
Kai,,Suikkanen,RW,inactive,nhl
Doug,,Sulliman,RW,inactive,nhl
Barry,,Sullivan,RW,inactive,nhl
Bob,,Sullivan,LW,inactive,nhl
Brian,,Sullivan,RW,inactive,nhl
Frank,,Sullivan,D,inactive,nhl
Mike,,Sullivan,C,inactive,nhl
Peter,,Sullivan,C,inactive,nhl
Red,,Sullivan,C,inactive,nhl
Steve,,Sullivan,RW,inactive,nhl
Alexander,,Sulzer,D,inactive,nhl
Raimo,,Summanen,LW,inactive,nhl
Bill,,Summerhill,RW,inactive,nhl
Chris,,Summers,D,active,nhl
Niklas,,Sundblad,RW,inactive,nhl
Mats,,Sundin,C,inactive,nhl
Ronnie,,Sundin,D,inactive,nhl
Oskar,,Sundqvist,C,active,nhl
Johan,,Sundstrom,C,inactive,nhl
Niklas,,Sundstrom,RW,inactive,nhl
Patrik,,Sundstrom,C,inactive,nhl
Peter,,Sundstrom,LW,inactive,nhl
Al,,Suomi,LW,inactive,nhl
Damian,,Surma,C,inactive,nhl
Tomas,,Surovy,C,inactive,nhl
Maxim,,Sushinsky,RW,inactive,nhl
Andrej,,Sustr,D,active,nhl
Gary,,Suter,D,inactive,nhl
Ryan,,Suter,D,active,nhl
Brian,,Sutherby,C,inactive,nhl
Bill,,Sutherland,C,inactive,nhl
Max,,Sutherland,LW,inactive,nhl
Brandon,,Sutter,C/RW,active,nhl
Brent,,Sutter,C,inactive,nhl
Brett,,Sutter,LW,inactive,nhl
Brian,,Sutter,LW,inactive,nhl
Brody,,Sutter,C,active,nhl
Darryl,,Sutter,LW,inactive,nhl
Duane,,Sutter,RW,inactive,nhl
Rich,,Sutter,RW,inactive,nhl
Ron,,Sutter,C,inactive,nhl
Andy,,Sutton,D,inactive,nhl
Ken,,Sutton,D,inactive,nhl
Mark,,Suzor,D,inactive,nhl
Per,,Svartvadet,C,inactive,nhl
Marek,,Svatos,RW,inactive,nhl
Niklas,,Svedberg,G,inactive,nhl
Viktor,,Svedberg,D,active,nhl
Robert,,Svehla,D,inactive,nhl
Jaroslav,,Svejkovsky,RW,inactive,nhl
Leif,,Svensson,D,inactive,nhl
Magnus,,Svensson,D,inactive,nhl
Alexander,,Svitov,C,inactive,nhl
Jaroslav,,Svoboda,LW,inactive,nhl
Petr,,Svoboda,D,inactive,nhl
Petr,,Svoboda,D,inactive,nhl
Garry,,Swain,C,inactive,nhl
Brian,,Swanson,C,inactive,nhl
George,,Swarbrick,RW,inactive,nhl
Bill,,Sweatt,LW,inactive,nhl
Lee,,Sweatt,D,inactive,nhl
Bill,,Sweeney,C,inactive,nhl
Bob,,Sweeney,C/RW,inactive,nhl
Don,,Sweeney,D,inactive,nhl
Tim,,Sweeney,LW,inactive,nhl
Darryl,,Sydor,D,inactive,nhl
Bob,,Sykes,LW,inactive,nhl
Phil,,Sykes,LW,inactive,nhl
Michal,,Sykora,D,inactive,nhl
Petr,,Sykora,RW,inactive,nhl
Petr,,Sykora,C,inactive,nhl
Dean,,Sylvester,RW,inactive,nhl
Don,,Sylvestri,G,inactive,nhl
Danny,,Syvret,D,inactive,nhl
Paul,,Szczechura,RW,inactive,nhl
Joe,,Szura,C,inactive,nhl
Jordan,,Szwarz,RW,inactive,nhl
Aleksi,,Saarela,C,inactive,non-nhl
Santeri,,Saari,D,inactive,non-nhl
Vili,,Saarijarvi,D,inactive,non-nhl
Olli,,Saarinen,,inactive,non-nhl
Nico,,Sacchetti,C,inactive,non-nhl
Andy,,Sackrison,C,inactive,non-nhl
Jack,,Sadek,D,inactive,non-nhl
Dylan,,Sadowy,LW,inactive,non-nhl
Martin,,Sagat,LW,inactive,non-nhl
Bohumil,,Salajka,,inactive,non-nhl
Dusan,,Salficky,G,inactive,non-nhl
Anthony,,Salinitri,C,inactive,non-nhl
Jere,,Sallinen,RW,inactive,non-nhl
Saku,,Salminen,C,inactive,non-nhl
Johannes,,Salmonsson,LW,inactive,non-nhl
Pasi,,Salonen,LW,inactive,non-nhl
Dave,,Salvian,RW,inactive,non-nhl
Jordan,,Sambrook,D,inactive,non-nhl
Ilya,,Samsonov,G,inactive,non-nhl
Jordan,,Samuels-Thomas,LW,inactive,non-nhl
Henrik,,Samuelsson,C,inactive,non-nhl
Jesper,,Samuelsson,C,inactive,non-nhl
Cal,,Sandbeck,D,inactive,non-nhl
Frank,,Sanders,D,inactive,non-nhl
Emil,,Sandin,LW,inactive,non-nhl
Felix,,Sandstrom,G,inactive,non-nhl
Zachary,,Sanford,LW,inactive,non-nhl
Travis,,Sanheim,D,inactive,non-nhl
Raffaele,,Sannitz,C,inactive,non-nhl
Mark,,Santorelli,C,inactive,non-nhl
Patrick,,Sanvido,D,inactive,non-nhl
Nick,,Sanza,G,inactive,non-nhl
Vinny,,Saponari,RW,inactive,non-nhl
Andrew,,Sarauer,LW,inactive,non-nhl
Harri,,Sateri,G,inactive,non-nhl
Billy,,Sauer,G,inactive,non-nhl
Nathan,,Saunders,D,inactive,non-nhl
